Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Nolan McLean (43917378),Nolan McLean,43917378,P,10500,NYM@CWS 08/23/2026 02:10PM ET,NYM,18.7,,P
SP,Nathan Eovaldi (43917079),Nathan Eovaldi,43917079,P,9800,LAA@TEX 08/23/2026 02:35PM ET,TEX,17.7,IL,
SP,Troy Melton (43917392),Troy Melton,43917392,P,9600,DET@KC 08/23/2026 02:10PM ET,DET,19.4,,
SP,Hunter Brown (43917313),Hunter Brown,43917313,P,9500,ATH@HOU 08/23/2026 02:10PM ET,HOU,15.1,,
SP,Jacob deGrom (43917095),Jacob deGrom,43917095,P,9300,LAA@TEX 08/23/2026 02:35PM ET,TEX,18.5,,
SP,Michael Wacha (43917113),Michael Wacha,43917113,P,9000,DET@KC 08/23/2026 02:10PM ET,KC,15.6,,
SP,Sean Burke (43917397),Sean Burke,43917397,P,9000,NYM@CWS 08/23/2026 02:10PM ET,CWS,17.9,,
SP,Peter Lambert (43917171),Peter Lambert,43917171,P,8900,ATH@HOU 08/23/2026 02:10PM ET,HOU,16.1,,
SP,Cole Ragans (43917199),Cole Ragans,43917199,P,8900,DET@KC 08/23/2026 02:10PM ET,KC,13.2,IL,
SP,Reid Detmers (43917252),Reid Detmers,43917252,P,8900,LAA@TEX 08/23/2026 02:35PM ET,LAA,18.3,,
SP,Tylor Megill (43917285),Tylor Megill,43917285,P,8500,NYM@CWS 08/23/2026 02:10PM ET,NYM,0,IL,
SP,Brandon Walter (43917344),Brandon Walter,43917344,P,8400,ATH@HOU 08/23/2026 02:10PM ET,HOU,0,IL,
SP,MacKenzie Gore (43917237),MacKenzie Gore,43917237,P,8300,LAA@TEX 08/23/2026 02:35PM ET,TEX,15.9,,
SP,Reese Olson (43917292),Reese Olson,43917292,P,8300,DET@KC 08/23/2026 02:10PM ET,DET,0,IL,
RP,Walbert Urena (43917423),Walbert Urena,43917423,P,8200,LAA@TEX 08/23/2026 02:35PM ET,LAA,15,,
SP,Zac Thornton (43917465),Zac Thornton,43917465,P,8200,NYM@CWS 08/23/2026 02:10PM ET,NYM,14.3,,
SP,Luis Castillo (43917116),Luis Castillo,43917116,P,7900,NYM@CWS 08/23/2026 02:10PM ET,CWS,10.5,,
RP,Jacob Latz (43917157),Jacob Latz,43917157,P,7900,LAA@TEX 08/23/2026 02:35PM ET,TEX,4.9,,
RP,Framber Valdez (43917169),Framber Valdez,43917169,P,7900,DET@KC 08/23/2026 02:10PM ET,DET,12.3,,
SP,Christian Scott (43917379),Christian Scott,43917379,P,7900,NYM@CWS 08/23/2026 02:10PM ET,NYM,15.2,,
SP,Noah Cameron (43917407),Noah Cameron,43917407,P,7800,DET@KC 08/23/2026 02:10PM ET,KC,15.3,,
SP,Tatsuya Imai (43917223),Tatsuya Imai,43917223,P,7700,ATH@HOU 08/23/2026 02:10PM ET,HOU,11.1,,
SP,Gage Jump (43917384),Gage Jump,43917384,P,7700,ATH@HOU 08/23/2026 02:10PM ET,ATH,13.5,,
SP,Sean Manaea (43917134),Sean Manaea,43917134,P,7600,NYM@CWS 08/23/2026 02:10PM ET,NYM,10.9,,
SP,Ronel Blanco (43917216),Ronel Blanco,43917216,P,7500,ATH@HOU 08/23/2026 02:10PM ET,HOU,6.3,,
RP,Cody Bradford (43917269),Cody Bradford,43917269,P,7500,LAA@TEX 08/23/2026 02:35PM ET,TEX,10.1,,
RP,Ryan Bergert (43917406),Ryan Bergert,43917406,P,7500,DET@KC 08/23/2026 02:10PM ET,KC,0,IL,
SP,Justin Verlander (43917072),Justin Verlander,43917072,P,7400,DET@KC 08/23/2026 02:10PM ET,DET,-4.6,IL,
SP,Tony Gonsolin (43917208),Tony Gonsolin,43917208,P,7400,DET@KC 08/23/2026 02:10PM ET,KC,0,IL,
RP,Jason Alexander (43917256),Jason Alexander,43917256,P,7400,ATH@HOU 08/23/2026 02:10PM ET,HOU,4.3,,
SP,Cristian Javier (43917173),Cristian Javier,43917173,P,7300,ATH@HOU 08/23/2026 02:10PM ET,HOU,5.1,,P
SP,Jack Flaherty (43917154),Jack Flaherty,43917154,P,7200,DET@KC 08/23/2026 02:10PM ET,DET,12.9,IL,
RP,Randy Dobnak (43917260),Randy Dobnak,43917260,P,7200,DET@KC 08/23/2026 02:10PM ET,KC,12.7,,
RP,Brett Kerry (43917405),Brett Kerry,43917405,P,7200,LAA@TEX 08/23/2026 02:35PM ET,LAA,11.7,,
RP,Cal Quantrill (43917146),Cal Quantrill,43917146,P,7100,LAA@TEX 08/23/2026 02:35PM ET,TEX,7.4,,P
SP,Jack Leiter (43917341),Jack Leiter,43917341,P,7100,LAA@TEX 08/23/2026 02:35PM ET,TEX,12.7,IL,
RP,David Sandlin (43917433),David Sandlin,43917433,P,7100,NYM@CWS 08/23/2026 02:10PM ET,CWS,10.5,,
SP,George Klassen (43917467),George Klassen,43917467,P,7100,LAA@TEX 08/23/2026 02:35PM ET,LAA,11.8,,
SP,Yusei Kikuchi (43917091),Yusei Kikuchi,43917091,P,6900,LAA@TEX 08/23/2026 02:35PM ET,LAA,9.4,IL,P
RP,Seth Lugo (43917110),Seth Lugo,43917110,P,6900,DET@KC 08/23/2026 02:10PM ET,KC,11.2,,
SP,Keider Montero (43917233),Keider Montero,43917233,P,6900,DET@KC 08/23/2026 02:10PM ET,DET,12.4,,
