Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status,Starting
SP,Jacob Misiorowski (43695648),Jacob Misiorowski,43695648,P,12000,MIL@SF 07/28/2026 09:45PM ET,MIL,29.38,,
SP,Chase Burns (43695649),Chase Burns,43695649,P,11000,CLE@CIN 07/28/2026 07:10PM ET,CIN,21.52,,
SP,Chris Sale (43695154),Chris Sale,43695154,P,10800,ATL@NYM 07/28/2026 07:10PM ET,ATL,22.71,,P
SP,Tyler Glasnow (43695650),Tyler Glasnow,43695650,P,10800,SEA@LAD 07/28/2026 10:10PM ET,LAD,22.21,IL,
SP,Joe Ryan (43695651),Joe Ryan,43695651,P,10600,KC@MIN 07/28/2026 07:40PM ET,MIN,17.43,,
SP,Yoshinobu Yamamoto (43695652),Yoshinobu Yamamoto,43695652,P,10300,SEA@LAD 07/28/2026 10:10PM ET,LAD,22.09,,
SP,Gerrit Cole (43695155),Gerrit Cole,43695155,P,9800,NYY@CWS 07/28/2026 07:40PM ET,NYY,17.1,,P
SP,Ranger Suarez (43695653),Ranger Suarez,43695653,P,9800,BOS@ATH 07/28/2026 09:40PM ET,BOS,16.96,,
SP,Cam Schlittler (43695654),Cam Schlittler,43695654,P,9800,NYY@CWS 07/28/2026 07:40PM ET,NYY,23.26,,
SP,Logan Gilbert (43695655),Logan Gilbert,43695655,P,9600,SEA@LAD 07/28/2026 10:10PM ET,SEA,19.37,,
SP,Bryce Miller (43695656),Bryce Miller,43695656,P,9600,SEA@LAD 07/28/2026 10:10PM ET,SEA,19.34,,
SP,Logan Webb (43695657),Logan Webb,43695657,P,9600,MIL@SF 07/28/2026 09:45PM ET,SF,15.16,,
SP,Logan Henderson (43695156),Logan Henderson,43695156,P,9500,MIL@SF 07/28/2026 09:45PM ET,MIL,18.51,,P
RP,Kyle Harrison (43695658),Kyle Harrison,43695658,P,9500,MIL@SF 07/28/2026 09:45PM ET,MIL,18.23,IL,
SP,Brandon Woodruff (43695659),Brandon Woodruff,43695659,P,9500,MIL@SF 07/28/2026 09:45PM ET,MIL,16.73,IL,
SP,Nick Pivetta (43695660),Nick Pivetta,43695660,P,9400,COL@SD 07/28/2026 09:40PM ET,SD,15.3,IL,
SP,Gavin Williams (43695157),Gavin Williams,43695157,P,9300,CLE@CIN 07/28/2026 07:10PM ET,CLE,21.22,,P
SP,Nolan McLean (43695661),Nolan McLean,43695661,P,9300,ATL@NYM 07/28/2026 07:10PM ET,NYM,19.28,,
SP,Peter Lambert (43695158),Peter Lambert,43695158,P,9000,HOU@LAA 07/28/2026 09:38PM ET,HOU,17.9,,P
SP,Hunter Brown (43695662),Hunter Brown,43695662,P,9000,HOU@LAA 07/28/2026 09:38PM ET,HOU,15.48,,
SP,Justin Wrobleski (43695159),Justin Wrobleski,43695159,P,8800,SEA@LAD 07/28/2026 10:10PM ET,LAD,18.55,,P
SP,Garrett Crochet (43695663),Garrett Crochet,43695663,P,8800,BOS@ATH 07/28/2026 09:40PM ET,BOS,13.78,IL,
SP,Spencer Schwellenbach (43695664),Spencer Schwellenbach,43695664,P,8800,ATL@NYM 07/28/2026 07:10PM ET,ATL,0,IL,
SP,Blake Snell (43695665),Blake Snell,43695665,P,8800,SEA@LAD 07/28/2026 10:10PM ET,LAD,3.95,IL,
SP,Sonny Gray (43695666),Sonny Gray,43695666,P,8800,BOS@ATH 07/28/2026 09:40PM ET,BOS,17.46,,
SP,Payton Tolle (43695667),Payton Tolle,43695667,P,8800,BOS@ATH 07/28/2026 09:40PM ET,BOS,17.9,,
SP,Carlos Rodon (43695668),Carlos Rodon,43695668,P,8800,NYY@CWS 07/28/2026 07:40PM ET,NYY,17.21,IL,
SP,Max Fried (43695669),Max Fried,43695669,P,8800,NYY@CWS 07/28/2026 07:40PM ET,NYY,16.75,,
SP,Taj Bradley (43695160),Taj Bradley,43695160,P,8600,KC@MIN 07/28/2026 07:40PM ET,MIN,18.64,,P
SP,Bryan Woo (43695670),Bryan Woo,43695670,P,8600,SEA@LAD 07/28/2026 10:10PM ET,SEA,16.16,,
SP,George Kirby (43695671),George Kirby,43695671,P,8600,SEA@LAD 07/28/2026 10:10PM ET,SEA,15.86,,
SP,Robbie Ray (43695672),Robbie Ray,43695672,P,8600,MIL@SF 07/28/2026 09:45PM ET,SF,15.56,,
SP,Mick Abel (43695673),Mick Abel,43695673,P,8600,KC@MIN 07/28/2026 07:40PM ET,MIN,14.19,IL,
SP,Michael King (43695161),Michael King,43695161,P,8400,COL@SD 07/28/2026 09:40PM ET,SD,15.39,,P
SP,Joe Musgrove (43695674),Joe Musgrove,43695674,P,8400,COL@SD 07/28/2026 09:40PM ET,SD,0,IL,
SP,Tylor Megill (43695675),Tylor Megill,43695675,P,8300,ATL@NYM 07/28/2026 07:10PM ET,NYM,0,IL,
SP,Zac Thornton (43695676),Zac Thornton,43695676,P,8300,ATL@NYM 07/28/2026 07:10PM ET,NYM,17.31,,
RP,Clay Holmes (43695677),Clay Holmes,43695677,P,8300,ATL@NYM 07/28/2026 07:10PM ET,NYM,17.9,IL,
SP,Parker Messick (43695678),Parker Messick,43695678,P,8300,CLE@CIN 07/28/2026 07:10PM ET,CLE,19.4,,
SP,Sean Burke (43695679),Sean Burke,43695679,P,8300,NYY@CWS 07/28/2026 07:40PM ET,CWS,18.39,,
SP,Davis Martin (43695680),Davis Martin,43695680,P,8300,NYY@CWS 07/28/2026 07:40PM ET,CWS,15.58,,
SP,Cole Ragans (43695681),Cole Ragans,43695681,P,8300,KC@MIN 07/28/2026 07:40PM ET,KC,13.19,IL,
SP,Kris Bubic (43695682),Kris Bubic,43695682,P,8300,KC@MIN 07/28/2026 07:40PM ET,KC,15.94,IL,
